id,nombre,macrofamilia_id,macrofamilia,especializacion,nivel,modalidad_referencia,zona_referencia,keywords
MF-CR-0020,"Ingeniería civil, construcción y gestión de obra · gestión · Campo / operación local",ingenieria_civil,"Ingeniería civil, construcción y gestión de obra",gestión,Campo / operación local,Presencial,Zona Sur,"ingenieria_civil Ingeniería civil, construcción y gestión de obra gestión ingeniero ingeniera ingenieria ingeniería ingeniero civil obra civil construccion construcción obra condominio"
MF-CR-0021,"Ingeniería civil, construcción y gestión de obra · Ingeniería civil enfoque 21 · Servicio al usuario",ingenieria_civil,"Ingeniería civil, construcción y gestión de obra",Ingeniería civil enfoque 21,Servicio al usuario,Virtual,San José,"ingenieria_civil Ingeniería civil, construcción y gestión de obra Ingeniería civil enfoque 21 ingeniero ingeniera ingenieria ingeniería ingeniero civil obra civil construccion construcción obra condominio"
MF-CR-0022,"Ingeniería civil, construcción y gestión de obra · Ingeniería civil enfoque 22 · Gestión comercial",ingenieria_civil,"Ingeniería civil, construcción y gestión de obra",Ingeniería civil enfoque 22,Gestión comercial,Híbrido,Cartago,"ingenieria_civil Ingeniería civil, construcción y gestión de obra Ingeniería civil enfoque 22 ingeniero ingeniera ingenieria ingeniería ingeniero civil obra civil construccion construcción obra condominio"
MF-CR-0023,"Ingeniería civil, construcción y gestión de obra · Ingeniería civil enfoque 23 · Cumplimiento / normativa",ingenieria_civil,"Ingeniería civil, construcción y gestión de obra",Ingeniería civil enfoque 23,Cumplimiento / normativa,Campo,Limón,"ingenieria_civil Ingeniería civil, construcción y gestión de obra Ingeniería civil enfoque 23 ingeniero ingeniera ingenieria ingeniería ingeniero civil obra civil construccion construcción obra condominio"
MF-CR-0024,"Ingeniería civil, construcción y gestión de obra · Ingeniería civil enfoque 24 · Emprendimiento",ingenieria_civil,"Ingeniería civil, construcción y gestión de obra",Ingeniería civil enfoque 24,Emprendimiento,Mixto,Guanacaste,"ingenieria_civil Ingeniería civil, construcción y gestión de obra Ingeniería civil enfoque 24 ingeniero ingeniera ingenieria ingeniería ingeniero civil obra civil construccion construcción obra condominio"
MF-CR-0025,"Ingeniería civil, construcción y gestión de obra · Ingeniería civil enfoque 25 · Gerencial / estratégico",ingenieria_civil,"Ingeniería civil, construcción y gestión de obra",Ingeniería civil enfoque 25,Gerencial / estratégico,Presencial,Zona Sur,"ingenieria_civil Ingeniería civil, construcción y gestión de obra Ingeniería civil enfoque 25 ingeniero ingeniera ingenieria ingeniería ingeniero civil obra civil construccion construcción obra condominio"
MF-CR-0026,"Ingeniería industrial, procesos y mejora continua · ingeniero industrial · Entrada / auxiliar",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",ingeniero industrial,Entrada / auxiliar,Virtual,Puntarenas,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua ingeniero industrial ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0027,"Ingeniería industrial, procesos y mejora continua · ingenieria industrial · Asistente",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",ingenieria industrial,Asistente,Híbrido,Zona Norte,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua ingenieria industrial ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0028,"Ingeniería industrial, procesos y mejora continua · procesos · Técnico",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",procesos,Técnico,Campo,GAM,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua procesos ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0029,"Ingeniería industrial, procesos y mejora continua · mejora continua · Técnico certificado",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",mejora continua,Técnico certificado,Mixto,Alajuela,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua mejora continua ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0030,"Ingeniería industrial, procesos y mejora continua · lean · Operativo especializado",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",lean,Operativo especializado,Presencial,Heredia,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua lean ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0031,"Ingeniería industrial, procesos y mejora continua · six sigma · Analista junior",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",six sigma,Analista junior,Virtual,Puntarenas,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua six sigma ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0032,"Ingeniería industrial, procesos y mejora continua · produccion · Analista",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",produccion,Analista,Híbrido,Zona Norte,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua produccion ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0033,"Ingeniería industrial, procesos y mejora continua · producción · Analista senior",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",producción,Analista senior,Campo,GAM,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua producción ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0034,"Ingeniería industrial, procesos y mejora continua · productividad · Especialista",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",productividad,Especialista,Mixto,Alajuela,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua productividad ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0035,"Ingeniería industrial, procesos y mejora continua · indicadores · Coordinador",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",indicadores,Coordinador,Presencial,Heredia,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua indicadores ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0036,"Ingeniería industrial, procesos y mejora continua · calidad · Supervisor",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",calidad,Supervisor,Virtual,Puntarenas,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua calidad ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0037,"Ingeniería industrial, procesos y mejora continua · optimización · Jefatura",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",optimización,Jefatura,Híbrido,Zona Norte,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua optimización ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0038,"Ingeniería industrial, procesos y mejora continua · optimizacion · Consultor",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",optimizacion,Consultor,Campo,GAM,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua optimizacion ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0039,"Ingeniería industrial, procesos y mejora continua · Ingeniería · Gestor",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",Ingeniería,Gestor,Mixto,Alajuela,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua Ingeniería ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0040,"Ingeniería industrial, procesos y mejora continua · industrial · Instructor / formador",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",industrial,Instructor / formador,Presencial,Heredia,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua industrial ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0041,"Ingeniería industrial, procesos y mejora continua · mejora · Control de calidad",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",mejora,Control de calidad,Virtual,Puntarenas,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua mejora ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0042,"Ingeniería industrial, procesos y mejora continua · continua · Datos y reportes",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",continua,Datos y reportes,Híbrido,Zona Norte,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua continua ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0043,"Ingeniería industrial, procesos y mejora continua · Ingeniería industrial enfoque 18 · Herramientas digitales",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",Ingeniería industrial enfoque 18,Herramientas digitales,Campo,GAM,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua Ingeniería industrial enfoque 18 ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0044,"Ingeniería industrial, procesos y mejora continua · Ingeniería industrial enfoque 19 · Proyectos",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",Ingeniería industrial enfoque 19,Proyectos,Mixto,Alajuela,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua Ingeniería industrial enfoque 19 ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0045,"Ingeniería industrial, procesos y mejora continua · Ingeniería industrial enfoque 20 · Campo / operación local",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",Ingeniería industrial enfoque 20,Campo / operación local,Presencial,Heredia,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua Ingeniería industrial enfoque 20 ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0046,"Ingeniería industrial, procesos y mejora continua · Ingeniería industrial enfoque 21 · Servicio al usuario",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",Ingeniería industrial enfoque 21,Servicio al usuario,Virtual,Puntarenas,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua Ingeniería industrial enfoque 21 ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0047,"Ingeniería industrial, procesos y mejora continua · Ingeniería industrial enfoque 22 · Gestión comercial",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",Ingeniería industrial enfoque 22,Gestión comercial,Híbrido,Zona Norte,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua Ingeniería industrial enfoque 22 ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0048,"Ingeniería industrial, procesos y mejora continua · Ingeniería industrial enfoque 23 · Cumplimiento / normativa",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",Ingeniería industrial enfoque 23,Cumplimiento / normativa,Campo,GAM,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua Ingeniería industrial enfoque 23 ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0049,"Ingeniería industrial, procesos y mejora continua · Ingeniería industrial enfoque 24 · Emprendimiento",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",Ingeniería industrial enfoque 24,Emprendimiento,Mixto,Alajuela,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua Ingeniería industrial enfoque 24 ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0050,"Ingeniería industrial, procesos y mejora continua · Ingeniería industrial enfoque 25 · Gerencial / estratégico",ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",Ingeniería industrial enfoque 25,Gerencial / estratégico,Presencial,Heredia,"ingenieria_industrial Ingeniería industrial, procesos y mejora continua Ingeniería industrial enfoque 25 ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores"
MF-CR-0051,"Ingeniería en sistemas, software y soporte TIC · ingeniero en sistemas · Entrada / auxiliar",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",ingeniero en sistemas,Entrada / auxiliar,Mixto,San José,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC ingeniero en sistemas ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0052,"Ingeniería en sistemas, software y soporte TIC · ingenieria en sistemas · Asistente",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",ingenieria en sistemas,Asistente,Presencial,Cartago,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC ingenieria en sistemas ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0053,"Ingeniería en sistemas, software y soporte TIC · sistemas · Técnico",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",sistemas,Técnico,Virtual,Limón,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC sistemas ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0054,"Ingeniería en sistemas, software y soporte TIC · software · Técnico certificado",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",software,Técnico certificado,Híbrido,Guanacaste,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC software ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0055,"Ingeniería en sistemas, software y soporte TIC · programación · Operativo especializado",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",programación,Operativo especializado,Campo,Zona Sur,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC programación ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0056,"Ingeniería en sistemas, software y soporte TIC · desarrollador · Analista junior",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",desarrollador,Analista junior,Mixto,San José,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC desarrollador ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0057,"Ingeniería en sistemas, software y soporte TIC · soporte tecnico · Analista",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",soporte tecnico,Analista,Presencial,Cartago,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC soporte tecnico ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0058,"Ingeniería en sistemas, software y soporte TIC · soporte técnico · Analista senior",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",soporte técnico,Analista senior,Virtual,Limón,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC soporte técnico ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0059,"Ingeniería en sistemas, software y soporte TIC · redes · Especialista",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",redes,Especialista,Híbrido,Guanacaste,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC redes ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0060,"Ingeniería en sistemas, software y soporte TIC · base de datos · Coordinador",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",base de datos,Coordinador,Campo,Zona Sur,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC base de datos ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0061,"Ingeniería en sistemas, software y soporte TIC · python · Supervisor",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",python,Supervisor,Mixto,San José,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC python ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0062,"Ingeniería en sistemas, software y soporte TIC · java · Jefatura",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",java,Jefatura,Presencial,Cartago,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC java ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0063,"Ingeniería en sistemas, software y soporte TIC · tecnologia · Consultor",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",tecnologia,Consultor,Virtual,Limón,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC tecnologia ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0064,"Ingeniería en sistemas, software y soporte TIC · tecnología · Gestor",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",tecnología,Gestor,Híbrido,Guanacaste,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC tecnología ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0065,"Ingeniería en sistemas, software y soporte TIC · Ingeniería · Instructor / formador",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",Ingeniería,Instructor / formador,Campo,Zona Sur,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC Ingeniería ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0066,"Ingeniería en sistemas, software y soporte TIC · soporte · Control de calidad",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",soporte,Control de calidad,Mixto,San José,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC soporte ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0067,"Ingeniería en sistemas, software y soporte TIC · Ingeniería en sistemas enfoque 17 · Datos y reportes",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",Ingeniería en sistemas enfoque 17,Datos y reportes,Presencial,Cartago,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC Ingeniería en sistemas enfoque 17 ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0068,"Ingeniería en sistemas, software y soporte TIC · Ingeniería en sistemas enfoque 18 · Herramientas digitales",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",Ingeniería en sistemas enfoque 18,Herramientas digitales,Virtual,Limón,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC Ingeniería en sistemas enfoque 18 ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0069,"Ingeniería en sistemas, software y soporte TIC · Ingeniería en sistemas enfoque 19 · Proyectos",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",Ingeniería en sistemas enfoque 19,Proyectos,Híbrido,Guanacaste,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC Ingeniería en sistemas enfoque 19 ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0070,"Ingeniería en sistemas, software y soporte TIC · Ingeniería en sistemas enfoque 20 · Campo / operación local",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",Ingeniería en sistemas enfoque 20,Campo / operación local,Campo,Zona Sur,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC Ingeniería en sistemas enfoque 20 ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0071,"Ingeniería en sistemas, software y soporte TIC · Ingeniería en sistemas enfoque 21 · Servicio al usuario",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",Ingeniería en sistemas enfoque 21,Servicio al usuario,Mixto,San José,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC Ingeniería en sistemas enfoque 21 ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0072,"Ingeniería en sistemas, software y soporte TIC · Ingeniería en sistemas enfoque 22 · Gestión comercial",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",Ingeniería en sistemas enfoque 22,Gestión comercial,Presencial,Cartago,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC Ingeniería en sistemas enfoque 22 ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0073,"Ingeniería en sistemas, software y soporte TIC · Ingeniería en sistemas enfoque 23 · Cumplimiento / normativa",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",Ingeniería en sistemas enfoque 23,Cumplimiento / normativa,Virtual,Limón,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC Ingeniería en sistemas enfoque 23 ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
MF-CR-0074,"Ingeniería en sistemas, software y soporte TIC · Ingeniería en sistemas enfoque 24 · Emprendimiento",ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",Ingeniería en sistemas enfoque 24,Emprendimiento,Híbrido,Guanacaste,"ingenieria_sistemas Ingeniería en sistemas, software y soporte TIC Ingeniería en sistemas enfoque 24 ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes"
